TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Rx Beam ID 0,5G KPI PCell RF Rx Beam ID 1,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF SRS Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF SRS Power,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[1] Layer1 PUSCH Throughput [Mbps],5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2023-03-01 16:02:03.900000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-64.00,61.00,-0.91,-5.90,-27.00,,,,,,,,0.00,9.80,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,21,21.15,4,4.00,,65,41.02,,0.074,24.318,1,1,0.074,22.430,,,,,,,,,,,,-27.00,,,,,,,0.000,10.056,0.000,7.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,16.05,,,0.074,34.373,0.074,30.251,,,,,,,,
2023-03-01 16:02:04.000000,-71.089622,42.334911,,,,,,,,,,,5G-NR_NSA(2CA),371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.50,-10.36,24.26,3,-65.50,-10.36,Serving Beam,-64.00,61.00,-1.95,-5.90,,-2.38,369,-83.32,-10.52,370,-98.93,-14.83,0.00,9.30,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,22,21.95,4,4.00,0.63,66,33.73,3.24,0.055,32.921,1,1,0.055,30.929,371,2074999,27749.96,371_3,3,-77.41,-10.38,3,-77.41,-10.38,Serving Beam,,369,-83.14,-10.34,370,-99.50,-14.41,0.000,0.219,0.000,0.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,9.20,0.63,3.75,0.055,33.141,0.055,31.148,0.000,26.033,0.000,25.539,,,,
2023-03-01 16:02:04.100000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.81,,,,,-64.00,61.00,-1.48,-5.90,,,,,,,,,0.00,7.69,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,21,21.29,4,4.00,,66,40.85,,0.057,23.174,1,1,0.057,22.099,,,,,,,,,,,,,,,,,,,0.000,6.867,0.000,6.867,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,5.33,,,0.057,30.042,0.057,28.966,,,,,,,,
2023-03-01 16:02:04.200000,-71.089622,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.55,-10.36,24.21,3,-65.55,-10.36,Serving Beam,-64.00,61.00,-1.51,-6.00,-27.00,,369,-83.35,-10.52,370,-99.28,-15.32,0.00,9.86,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,22,22.00,4,4.00,,66,37.01,,0.074,30.627,1,1,0.074,28.034,371,2074999,27749.96,371_3,3,-77.41,-10.38,3,-77.41,-10.38,Serving Beam,-27.00,369,-82.97,-10.36,370,-99.50,-14.41,0.000,0.379,0.000,0.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,9.72,,,0.074,31.006,0.074,28.413,,,,,,,,
2023-03-01 16:02:04.300000,-71.089622,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.64,-10.38,24.70,3,-65.64,-10.38,Serving Beam,-64.00,61.00,-1.88,-5.77,,,369,-83.42,-10.56,370,-98.73,-15.26,0.00,7.69,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,22,21.98,4,4.00,,66,35.28,,0.040,28.363,1,1,0.040,26.069,371,2074999,27749.96,371_3,3,-77.41,-10.38,3,-77.41,-10.38,Serving Beam,,369,-82.97,-10.36,370,-104.55,-15.76,0.000,5.668,0.000,4.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,9.76,,,0.040,34.031,0.040,30.971,,,,,0.000,25.503,0,1590732
2023-03-01 16:02:04.400000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.03,,,,,-64.00,61.00,-1.91,-5.72,,,,,,,,,0.00,10.61,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,22,21.71,4,4.00,,66,38.41,,0.063,32.593,1,1,0.063,30.064,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL NonCA,0.00,10.61,,,0.063,32.593,0.063,30.064,,,,,,,,
2023-03-01 16:02:04.500000,-71.089622,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.64,-10.36,25.17,3,-65.64,-10.36,Serving Beam,-64.00,61.00,-1.58,-6.09,-26.00,,369,-83.60,-10.57,370,-98.95,-15.27,0.00,9.59,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,21,21.62,4,4.00,,66,39.26,,0.073,31.872,1,1,0.073,29.632,371,2074999,27749.96,371_3,3,-77.13,-10.33,3,-77.13,-10.33,Serving Beam,-26.00,369,-82.97,-10.36,370,-105.66,-17.44,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,9.59,,,0.073,31.872,0.073,29.632,0.000,25.788,0.000,25.496,,,,
2023-03-01 16:02:04.600000,-71.089622,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.63,-10.36,24.92,3,-65.63,-10.36,Serving Beam,-64.00,61.00,-2.02,-6.10,,,369,-83.53,-10.55,370,-99.24,-15.66,0.00,8.82,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,21,21.45,4,4.00,,63,33.47,,0.078,26.206,1,1,0.078,24.489,371,2074999,27749.96,371_3,3,-77.13,-10.33,3,-77.13,-10.33,Serving Beam,,369,-82.97,-10.36,370,-105.66,-17.44,0.000,5.686,0.000,5.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,9.20,,,0.078,31.893,0.078,29.684,,,,,,,,
2023-03-01 16:02:04.700000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.80,,,,,-64.00,61.00,-1.85,-5.81,,,,,,,,,0.00,8.96,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,21,21.34,4,4.00,,65,35.31,,0.054,27.489,1,1,0.054,24.534,,,,,,,,,,,,,,,,,,,0.000,6.597,0.000,6.537,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,7.61,,,0.054,34.087,0.054,31.071,,,,,,,,
2023-03-01 16:02:04.800000,-71.089622,42.334911,-71.089620,42.334910,16:02:02,0,0,0.00,0.00,1,2,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.66,-10.36,25.72,3,-65.66,-10.36,Serving Beam,-64.00,61.00,-1.65,-5.91,,,369,-83.33,-10.55,,,,0.00,7.58,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,22,22.10,4,4.00,,66,40.41,,0.064,33.262,1,1,0.064,30.341,371,2074999,27749.96,371_3,3,-77.13,-10.33,3,-77.13,-10.33,Serving Beam,,369,-82.97,-10.36,370,-101.80,-15.01,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL NonCA,0.00,7.58,,,0.064,33.262,0.064,30.341,,,,,0.000,25.564,0,1597752
2023-03-01 16:02:04.900000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.33,,,,,-64.00,61.00,-1.52,-5.97,-26.00,,,,,,,,0.00,9.86,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,22,22.08,4,4.00,,66,42.04,,0.070,35.486,1,1,0.070,30.760,,,,,,,,,,,,-27.00,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL NonCA,0.00,9.86,,,0.070,35.486,0.070,30.760,,,,,,,,
2023-03-01 16:02:05.000000,-71.089622,42.334911,,,,,,,,,,,5G-NR_NSA(2CA),371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.71,-10.36,25.82,3,-65.71,-10.36,Serving Beam,-64.00,61.00,-1.39,-6.03,,-4.58,369,-83.31,-10.55,,,,0.00,8.00,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,21,21.19,4,4.00,0.52,66,39.04,1.01,0.075,32.335,1,1,0.075,30.171,371,2074999,27749.96,371_3,3,-77.13,-10.33,3,-77.13,-10.33,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL NonCA,0.00,8.00,0.52,1.07,0.075,32.335,0.075,30.171,0.010,25.620,0.012,25.564,,,,
2023-03-01 16:02:05.100000,-71.089622,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.65,-10.36,24.70,3,-65.65,-10.36,Serving Beam,-64.00,61.00,-1.80,-5.89,,,369,-83.22,-10.55,370,-98.25,-14.73,0.00,10.81,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,21,21.36,4,4.00,,66,39.11,,0.063,34.178,1,1,0.063,32.113,371,2074999,27749.96,371_3,3,-77.13,-10.33,3,-77.13,-10.33,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL NonCA,0.00,10.81,,,0.063,34.178,0.063,32.113,,,,,,,,
2023-03-01 16:02:05.200000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.43,,,,,-64.00,61.00,-2.06,-6.09,-26.00,,,,,,,,0.00,11.90,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.64,22,21.92,4,4.00,,8,28.79,,0.062,14.530,1,1,0.062,13.807,,,,,,,,,,,,-27.00,,,,,,,0.000,2.638,0.000,2.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL 2CA,0.00,9.43,,,0.062,17.168,0.062,16.445,,,,,,,,
2023-03-01 16:02:05.300000,-71.089622,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.59,-10.39,25.06,3,-65.59,-10.39,Serving Beam,-64.00,61.00,-7.00,-5.68,,,369,-83.13,-10.57,370,-98.53,-14.84,0.00,16.67,2,2.00,2,2.00,2x2_MIMO,SMDL,0,4.80,20,20.40,4,4.00,,8,8.00,,0.193,0.633,1,1,0.193,0.522,371,2074999,27749.96,371_3,3,-77.34,-10.34,3,-77.34,-10.34,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL NonCA,0.00,16.67,,,0.193,0.633,0.193,0.522,,,,,0.003,20.967,157,1310408
2023-03-01 16:02:05.400000,-71.089622,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.62,-10.38,25.16,3,-65.62,-10.38,Serving Beam,-64.00,61.00,-7.00,-5.68,,,369,-83.40,-10.59,370,-99.94,-15.16,0.00,0.00,2,2.00,2,2.00,2x2_MIMO,SMDL,0,1.33,22,21.50,4,4.00,,8,8.00,,0.032,0.200,1,1,0.032,0.200,371,2074999,27749.96,371_3,3,-77.34,-10.34,3,-77.34,-10.34,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,UL NonCA,0.00,0.00,,,0.032,0.200,0.032,0.200,,,,,,,,
2023-03-01 16:02:05.500000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,26.04,,,,,-64.00,61.00,,-5.00,-26.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,-27.00,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,0.000,4.224,0.000,3.943,,,,
2023-03-01 16:02:05.600000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 16:02:05.700000,-71.089622,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.51,-10.34,,3,-65.51,-10.34,Serving Beam,-64.00,61.00,,-5.00,,,369,-83.60,-10.59,370,-100.67,-15.56,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,371,2074999,27749.96,371_3,3,-77.34,-10.34,3,-77.34,-10.34,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:05.800000,-71.089622,42.334911,-71.089620,42.334910,16:02:03,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010,0.004,612,261
2023-03-01 16:02:05.900000,-71.089622,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:06.000000,-71.089622,42.334911,,,,,,,,,,,5G-NR_NSA(2CA),371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.33,-10.33,24.98,3,-65.33,-10.33,Serving Beam,-64.00,61.00,,,,-4.99,369,-83.60,-10.59,370,-100.67,-15.56,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,371,2074999,27749.96,371_3,3,-77.34,-10.34,3,-77.34,-10.34,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 16:02:06.100000,-71.089615,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 16:02:06.200000,-71.089615,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:06.300000,-71.089615,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.30,-10.37,,3,-65.30,-10.37,Serving Beam,-64.00,61.00,,,,,369,-83.60,-10.59,370,-100.67,-15.56,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,371,2074999,27749.96,371_3,3,-77.34,-10.34,3,-77.34,-10.34,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 16:02:06.400000,-71.089615,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:06.500000,-71.089615,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 16:02:06.600000,-71.089607,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,25.45,,,,,-64.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 16:02:06.700000,-71.089607,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.12,-10.31,,3,-65.12,-10.31,Serving Beam,-64.00,61.00,,-5.00,,,369,-83.60,-10.59,370,-100.67,-15.56,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,371,2074999,27749.96,371_3,3,-77.34,-10.34,3,-77.34,-10.34,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:06.800000,-71.089607,42.334911,-71.089610,42.334910,16:02:04,0,0,0.00,0.82,1,2,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 16:02:06.900000,-71.089607,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:07.000000,-71.089607,42.334911,,,,,,,,,,,5G-NR_NSA(2CA),371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.05,-10.30,23.65,3,-65.05,-10.30,Serving Beam,-64.00,61.00,-7.00,-5.00,,-6.48,369,-83.60,-10.59,370,-100.67,-15.56,,50.00,,,1,1.00,,SMSL,,,22,22.00,,,0.00,8,8.00,0.00,0.000,0.117,,1,0.000,0.058,371,2074999,27749.96,371_3,3,-77.34,-10.34,3,-77.34,-10.34,Serving Beam,,369,-83.09,-10.36,370,-104.44,-15.41,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,UL NonCA,,50.00,0.00,0.00,0.000,0.117,0.000,0.058,0.000,0.000,0.000,,,,,
2023-03-01 16:02:07.100000,-71.089607,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-64.00,61.00,,-5.00,-26.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,-27.00,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:07.200000,-71.089607,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:07.300000,-71.089607,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-65.05,-10.34,22.44,3,-65.05,-10.34,Serving Beam,-64.00,61.00,,-5.40,,,369,-84.10,-10.66,370,-102.09,-16.26,0.00,,1,1.00,,,2x2_MIMO,,0,0.00,,,4,4.00,,,,,0.002,0.000,1,,0.002,0.000,371,2074999,27749.96,371_3,3,-77.34,-10.34,3,-77.34,-10.34,Serving Beam,,369,-83.73,-10.51,370,-104.30,-15.65,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,DL NonCA,,0.00,,,,0.002,0.000,0.002,0.000,,,,,0.000,0.000,0,0
2023-03-01 16:02:07.400000,-71.089607,42.334911,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,22.92,,,,,-64.00,61.00,,-5.00,-26.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 16:02:07.500000,-71.089607,42.334911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 16:02:07.600000,-71.089607,42.334911,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,27,155,371_3,3,-64.95,-10.30,,3,-64.95,-10.30,Serving Beam,-63.50,60.00,,-6.00,,,369,-84.02,-10.73,370,-100.35,-14.54,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
