TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,Event LTE Events,Event 5G-NR/LTE Events,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Rx Beam ID 0,5G KPI PCell RF Rx Beam ID 1,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF SRS Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Subcarrier Spacing,5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF SRS Power,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] Layer1 DL BLER [%],5G KPI SCell[1] Layer1 DL Layer Num (Mode),5G KPI SCell[1] Layer1 DL Layer Num (Avg),5G KPI SCell[1] Layer1 DL MIMO,5G KPI SCell[1] Layer1 DL MCS (Mode),5G KPI SCell[1] Layer1 DL MCS (Avg),5G KPI SCell[1] Layer1 DL RB Num (Mode),5G KPI SCell[1] Layer1 DL RB Num (Avg),5G KPI SCell[1] Layer1 DL RB Num (Including 0),5G KPI SCell[1] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[1] Layer1 PUSCH Throughput [Mbps],5G KPI SCell[1] Layer1 DL BWP ID,5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2023-03-01 15:41:30.800000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.74,,,,,-65.30,63.00,1.00,-4.19,,,,,,,,,0.00,8.50,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.09,4,4.00,,66,66.00,,0.095,158.097,1,1,0.095,144.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,155.114,,0.000,141.180,DL NonCA,UL 2CA,0.00,8.82,,,0.095,313.211,0.095,285.263,,,,,,,,
2023-03-01 15:41:30.900000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.95,-10.36,25.47,3,-66.95,-10.36,Serving Beam,-65.00,62.00,0.10,-5.05,-17.00,,369,-80.98,-10.45,,,,0.00,8.97,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.03,4,4.00,,66,66.00,,0.084,155.227,1,1,0.084,140.476,371,2074999,27749.96,,371_3,3,-79.49,-10.33,3,-79.49,-10.33,Serving Beam,-11.00,369,-83.28,-10.52,370,-111.08,-15.29,,,,,,,,,,0.000,150.203,,0.000,135.746,DL NonCA,UL 2CA,0.00,9.29,,,0.084,305.431,0.084,276.222,,,,,,,,
2023-03-01 15:41:31.000000,-71.089951,42.334621,,,,,,,,,,,5G-NR_NSA(2CA),,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.74,-10.36,25.36,3,-66.74,-10.36,Serving Beam,-65.00,62.00,0.21,-5.30,,15.64,369,-81.01,-10.44,370,-105.75,-15.58,0.00,9.15,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.13,4,4.00,1.13,66,66.00,12.59,0.100,159.544,1,1,0.100,144.432,371,2074999,27749.96,,371_3,3,-80.16,-10.34,3,-80.16,-10.34,Serving Beam,,369,-82.63,-10.41,370,-111.08,-15.29,,,,,,,,,,0.000,152.983,,0.000,138.221,DL NonCA,UL 2CA,0.00,9.15,1.13,25.17,0.100,312.527,0.100,282.652,0.000,282.394,0.000,341.588,,,,
2023-03-01 15:41:31.100000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.69,,,,,-65.00,62.00,1.00,-5.21,,,,,,,,,0.00,9.35,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.20,4,4.00,,66,66.00,,0.100,158.272,1,1,0.100,142.618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,157.448,,0.000,140.590,DL NonCA,UL 2CA,0.00,9.71,,,0.100,315.720,0.100,283.207,,,,,0.000,3402.105,0,212631588
2023-03-01 15:41:31.200000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.66,-10.36,24.62,3,-66.66,-10.36,Serving Beam,-65.00,62.00,1.16,-5.11,-11.00,,369,-81.50,-10.47,370,-106.38,-16.20,0.00,9.80,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.17,4,4.00,,66,66.00,,0.097,159.509,1,1,0.097,143.098,371,2074999,27749.96,,371_3,3,-77.99,-10.38,3,-77.99,-10.38,Serving Beam,-3.00,369,-82.63,-10.41,370,-111.08,-15.29,,,,,,,,,,0.000,158.118,,0.000,145.211,DL NonCA,UL 2CA,0.00,8.82,,,0.097,317.627,0.097,288.309,,,,,,,,
2023-03-01 15:41:31.300000,-71.089951,42.334621,-71.089950,42.334620,15:41:31,0,0,0.00,0.00,1,2,,,,,,,,,,,,120kHz,,,,,,,,24.05,,,,,-65.00,62.00,2.00,-5.24,,,,,,,,,0.00,5.42,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,26.92,4,4.00,,66,66.00,,0.100,165.421,1,1,0.100,156.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,159.481,,0.000,144.133,DL NonCA,UL 2CA,0.00,7.23,,,0.100,324.901,0.100,300.230,,,,,,,,
2023-03-01 15:41:31.400000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.70,-10.36,24.11,3,-66.70,-10.36,Serving Beam,-65.00,62.00,1.87,-5.17,,,369,-82.18,-10.48,370,-106.37,-16.04,0.00,12.00,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.02,4,4.00,,66,66.00,,0.086,162.659,1,1,0.086,142.660,371,2074999,27749.96,,371_3,3,-77.99,-10.38,3,-77.99,-10.38,Serving Beam,,369,-82.63,-10.41,370,-111.08,-15.29,,,,,,,,,,0.000,160.239,,0.000,144.751,DL NonCA,UL 2CA,0.00,10.67,,,0.086,322.898,0.086,287.411,,,,,,,,
2023-03-01 15:41:31.500000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.78,-10.36,24.99,3,-66.78,-10.36,Serving Beam,-65.00,62.00,1.00,-4.84,-11.00,,369,-82.02,-10.46,370,-106.51,-16.01,0.00,9.46,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.34,4,4.00,,66,66.00,,0.051,161.715,1,1,0.051,145.602,371,2074999,27749.96,,371_3,3,-77.99,-10.38,3,-77.99,-10.38,Serving Beam,-4.00,369,-82.63,-10.41,370,-111.67,-15.23,,,,,,,,,,0.000,159.950,,0.000,142.686,DL NonCA,UL 2CA,0.00,9.80,,,0.051,321.665,0.051,288.288,0.000,289.191,0.000,332.266,,,,
2023-03-01 15:41:31.600000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.89,,,,,-65.00,62.00,1.00,-5.03,,,,,,,,,0.00,9.49,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.40,4,4.00,,66,66.00,,0.073,162.233,1,1,0.073,146.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,159.583,,0.000,145.569,DL NonCA,UL 2CA,0.00,8.86,,,0.073,321.816,0.073,291.811,,,,,0.000,3356.256,0,209766024
2023-03-01 15:41:31.700000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.80,-10.36,25.06,3,-66.80,-10.36,Serving Beam,-65.00,62.00,1.00,-5.30,,,369,-81.84,-10.45,370,-108.05,-17.39,0.00,8.70,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.12,4,4.00,,66,65.88,,0.100,155.999,1,1,0.100,141.750,371,2074999,27749.96,,371_3,3,-77.99,-10.38,3,-77.99,-10.38,Serving Beam,,369,-82.63,-10.41,370,-111.67,-15.23,,,,,,,,,,0.000,155.866,,0.000,141.483,DL NonCA,UL 2CA,0.00,8.70,,,0.100,311.865,0.100,283.233,,,,,,,,
2023-03-01 15:41:31.800000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.74,-10.37,23.88,3,-66.74,-10.37,Serving Beam,-65.00,62.00,1.00,-5.22,-19.00,,369,-82.03,-10.51,370,-107.82,-17.36,0.00,8.98,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.44,4,4.00,,66,66.00,,0.100,163.341,1,1,0.100,147.994,371,2074999,27749.96,,371_3,3,-77.99,-10.38,3,-77.99,-10.38,Serving Beam,-12.00,369,-82.86,-10.53,370,-111.67,-15.23,,,,,,,,,,0.000,160.239,,0.000,143.868,DL NonCA,UL 2CA,0.00,9.28,,,0.100,323.581,0.100,291.862,,,,,,,,
2023-03-01 15:41:31.900000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.31,,,,,-65.00,62.00,1.00,-5.08,,,,,,,,,0.00,5.96,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.00,4,4.00,,66,66.00,,0.081,163.368,1,1,0.081,153.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,156.724,,0.000,141.236,DL NonCA,UL 2CA,0.00,7.62,,,0.081,320.092,0.081,294.647,,,,,,,,
2023-03-01 15:41:32.000000,-71.089951,42.334621,,,,,,,,,,,5G-NR_NSA(2CA),,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.38,-10.37,26.23,3,-66.38,-10.37,Serving Beam,-65.00,62.00,1.00,-5.22,,16.17,369,-81.95,-10.45,370,-106.76,-17.00,0.00,9.21,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.02,4,4.00,1.20,66,66.00,12.59,0.100,165.819,1,1,0.100,150.294,371,2074999,27749.96,,371_3,3,-78.73,-10.39,3,-78.73,-10.39,Serving Beam,,369,-82.32,-10.50,,,,,,,,,,,,,0.000,159.089,,0.000,142.390,DL NonCA,UL 2CA,0.00,9.54,1.20,25.18,0.100,324.909,0.100,292.685,0.000,290.729,0.000,339.523,,,,
2023-03-01 15:41:32.100000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.62,,,,,-65.00,62.00,1.00,-5.16,,,,,,,,,0.00,8.44,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.09,4,4.00,,66,66.00,,0.097,166.652,1,1,0.097,152.410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,160.267,,0.000,146.991,DL NonCA,UL 2CA,0.00,8.12,,,0.097,326.919,0.097,299.401,,,,,0.000,3346.013,0,209125800
2023-03-01 15:41:32.200000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.22,-10.35,24.93,3,-66.22,-10.35,Serving Beam,-65.00,62.00,1.00,-5.16,-19.00,,369,-81.34,-10.40,370,-106.82,-17.40,0.00,9.33,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.07,4,4.00,,66,66.00,,0.100,163.006,1,1,0.100,147.330,371,2074999,27749.96,,371_3,3,-78.73,-10.39,3,-78.73,-10.39,Serving Beam,-12.00,369,-82.32,-10.50,,,,,,,,,,,,,0.000,155.496,,0.000,140.007,DL NonCA,UL 2CA,0.00,9.33,,,0.100,318.502,0.100,287.337,,,,,,,,
2023-03-01 15:41:32.300000,-71.089951,42.334621,-71.089950,42.334620,15:41:32,0,0,0.00,0.00,1,2,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.14,-10.35,26.47,3,-66.14,-10.35,Serving Beam,-65.00,62.00,1.00,-5.32,,,369,-80.80,-10.38,370,-106.29,-17.59,0.00,9.09,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.09,4,4.00,,66,66.00,,0.092,167.926,1,1,0.092,152.125,371,2074999,27749.96,,371_3,3,-78.73,-10.39,3,-78.73,-10.39,Serving Beam,,369,-82.32,-10.50,,,,,,,,,,,,,0.000,159.551,,0.000,145.169,DL NonCA,UL 2CA,0.00,8.77,,,0.092,327.477,0.092,297.294,,,,,,,,
2023-03-01 15:41:32.400000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.91,,,,,-65.00,62.00,1.00,-5.16,,,,,,,,,0.00,9.55,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.08,4,4.00,,66,66.00,,0.097,167.249,1,1,0.097,150.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,160.793,,0.000,142.444,DL NonCA,UL 2CA,0.00,10.19,,,0.097,328.042,0.097,293.018,,,,,,,,
2023-03-01 15:41:32.500000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.24,-10.35,25.86,3,-66.24,-10.35,Serving Beam,-65.00,62.00,1.00,-5.15,-19.00,,369,-80.77,-10.38,370,-106.28,-17.19,0.00,8.28,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.07,4,4.00,,66,66.00,,0.056,164.760,1,1,0.056,150.580,371,2074999,27749.96,,371_3,3,-78.73,-10.39,3,-78.73,-10.39,Serving Beam,-12.00,369,-82.32,-10.50,370,-110.51,-16.01,,,,,,,,,,0.000,155.893,,0.000,143.461,DL NonCA,UL 2CA,0.00,7.93,,,0.056,320.653,0.056,294.041,0.000,293.915,0.000,337.542,,,,
2023-03-01 15:41:32.600000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.37,-10.35,25.56,3,-66.37,-10.35,Serving Beam,-65.00,62.00,1.00,-4.97,,,369,-80.95,-10.38,370,-106.20,-17.05,0.00,10.69,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.02,4,4.00,,66,65.90,,0.058,166.193,1,1,0.058,148.084,371,2074999,27749.96,,371_3,3,-78.73,-10.39,3,-78.73,-10.39,Serving Beam,,369,-82.32,-10.50,370,-110.51,-16.01,,,,,,,,,,0.000,158.898,,0.000,142.074,DL NonCA,UL 2CA,0.00,10.38,,,0.058,325.092,0.058,290.158,,,,,0.000,3412.079,0,213254964
2023-03-01 15:41:32.700000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.61,,,,,-65.00,62.00,1.00,-5.17,,,,,,,,,0.00,7.24,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.03,4,4.00,,66,65.89,,0.100,164.641,1,1,0.100,152.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,157.441,,0.000,144.227,DL NonCA,UL 2CA,0.00,7.57,,,0.100,322.082,0.100,296.717,,,,,,,,
2023-03-01 15:41:32.800000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.54,-10.35,25.49,3,-66.54,-10.35,Serving Beam,-65.00,62.00,1.00,-5.14,-13.00,,369,-81.05,-10.38,370,-106.90,-18.13,0.00,9.52,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.09,4,4.00,,66,66.00,,0.100,165.802,1,1,0.100,149.728,371,2074999,27749.96,,371_3,3,-78.97,-10.38,3,-78.97,-10.38,Serving Beam,-6.00,369,-82.17,-10.54,370,-110.51,-16.01,,,,,,,,,,0.000,158.764,,0.000,142.672,DL NonCA,UL 2CA,0.00,9.52,,,0.100,324.566,0.100,292.400,,,,,,,,
2023-03-01 15:41:32.900000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.54,,,,,-65.00,62.00,1.00,-5.22,,,,,,,,,0.00,9.32,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.06,4,4.00,,66,66.00,,0.089,166.618,1,1,0.089,150.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,159.972,,0.000,142.060,DL NonCA,UL 2CA,0.00,9.94,,,0.089,326.589,0.089,292.870,,,,,,,,
2023-03-01 15:41:33.000000,-71.089951,42.334621,,,,,,,,,,,5G-NR_NSA(2CA),,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.62,-10.39,24.79,3,-66.62,-10.39,Serving Beam,-65.00,62.00,1.00,-5.38,,5.46,369,-81.13,-10.40,370,-106.86,-18.34,0.00,12.41,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.00,4,4.00,0.07,66,66.00,4.45,0.095,163.602,1,1,0.095,142.913,371,2074999,27749.96,,371_3,3,-78.97,-10.38,3,-78.97,-10.38,Serving Beam,,369,-82.17,-10.54,370,-110.51,-16.01,,,,,,,,,,0.000,156.614,,0.000,142.821,DL NonCA,UL 2CA,0.00,10.34,0.07,8.89,0.095,320.217,0.095,285.734,0.000,291.885,0.000,344.957,,,,
2023-03-01 15:41:33.100000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.63,-10.40,25.30,3,-66.63,-10.40,Serving Beam,-65.00,62.00,1.00,-5.22,-13.00,,369,-80.95,-10.40,370,-107.41,-18.14,0.00,5.84,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,26.94,4,4.00,,66,66.00,,0.100,166.319,1,1,0.100,156.362,371,2074999,27749.96,,371_3,3,-78.97,-10.38,3,-78.97,-10.38,Serving Beam,-6.00,369,-82.17,-10.54,370,-110.51,-16.01,,,,,,,,,,0.000,160.124,,0.000,144.738,DL NonCA,UL 2CA,0.00,7.47,,,0.100,326.442,0.100,301.099,,,,,0.000,3352.640,0,209539980
2023-03-01 15:41:33.200000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,23.43,,,,,-65.00,62.00,0.97,-5.03,,,,,,,,,0.00,10.00,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,27.10,4,4.00,,66,65.65,,0.077,116.446,1,1,0.077,104.457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,114.796,,0.000,107.868,DL NonCA,UL 2CA,0.00,8.14,,,0.077,231.242,0.077,212.325,,,,,,,,
2023-03-01 15:41:33.300000,-71.089951,42.334621,-71.089950,42.334620,15:41:33,0,0,0.00,0.00,1,2,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.62,-10.38,23.95,3,-66.62,-10.38,Serving Beam,-65.00,62.00,,-4.00,,,369,-80.86,-10.38,370,-108.50,-19.25,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,371,2074999,27749.96,,371_3,3,-78.97,-10.38,3,-78.97,-10.38,Serving Beam,,369,-82.17,-10.54,370,-108.88,-15.59,,,,,,,,,,0.000,,,0.000,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:41:33.400000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-65.00,62.00,,-4.00,,,,,,,,,0.00,0.00,2,2.00,2,2.00,2x2_MIMO,SMDL,0,1.75,27,27.00,4,4.00,,8,8.00,,0.029,0.833,1,1,0.029,0.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,DL NonCA,UL NonCA,0.00,0.00,,,0.029,0.833,0.029,0.833,,,,,,,,
2023-03-01 15:41:33.500000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.40,-10.39,24.88,3,-66.40,-10.39,Serving Beam,-65.00,62.00,-7.56,-4.91,,,369,-80.84,-10.38,370,-108.62,-18.95,0.00,45.45,2,2.00,2,2.00,2x2_MIMO,SMDL,0,4.17,27,26.67,4,4.00,,8,8.55,,0.191,1.772,1,1,0.191,0.961,371,2074999,27749.96,,371_3,3,-78.97,-10.38,3,-78.97,-10.38,Serving Beam,,369,-82.17,-10.54,370,-108.88,-15.59,,,,,,,,,,0.000,,,0.000,,DL NonCA,UL NonCA,0.00,45.45,,,0.191,1.772,0.191,0.961,0.010,113.635,0.013,111.315,,,,
2023-03-01 15:41:33.600000,-71.089951,42.334621,,,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-66.30,-10.38,25.98,3,-66.30,-10.38,Serving Beam,-65.00,62.00,-8.00,-4.75,,,369,-81.38,-10.36,,,,0.00,0.00,2,2.00,2,2.00,2x2_MIMO,SMDL,0,2.75,26,26.00,4,4.00,,8,8.00,,0.072,0.412,1,1,0.072,0.412,371,2074999,27749.96,,371_3,3,-78.59,-10.38,3,-78.59,-10.38,Serving Beam,,369,-82.30,-10.60,370,-108.88,-15.59,,,,,,,,,,0.000,,,0.000,,DL NonCA,UL NonCA,0.00,0.00,,,0.072,0.412,0.072,0.412,,,,,0.013,213.937,782,13371088
2023-03-01 15:41:33.700000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-65.00,62.00,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:41:33.800000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:41:34.000000,-71.089951,42.334621,,,,,,,,,,,5G-NR_NSA(2CA),,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.80,-10.40,23.75,3,-65.80,-10.40,Serving Beam,-64.75,61.00,,-4.00,,-4.06,369,-81.23,-10.36,,,,,,,,,,,,,,,,,,,,,0.00,0.000,0.000,,,0.000,0.000,371,2074999,27749.96,,371_3,3,-78.59,-10.38,3,-78.59,-10.38,Serving Beam,,369,-82.30,-10.60,370,-102.61,-15.80,,,,,,,,,,0.000,,,0.000,,,,,,,0.00,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.003,,,,
2023-03-01 15:41:34.100000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:41:34.200000,-71.089951,42.334621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
