TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Rx Beam ID 0,5G KPI PCell RF Rx Beam ID 1,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF SRS Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF SRS Power,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] Layer1 PUSCH Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2023-03-01 15:44:48.000000,-71.089928,42.334671,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,,,,,,-3.30,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,
2023-03-01 15:44:48.300000,-71.089928,42.334671,-71.089930,42.334670,15:44:48,0,0,0.00,,1,2,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:48.400000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,
2023-03-01 15:44:48.500000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.72,-10.39,22.98,3,-66.72,-10.39,Serving Beam,-65.00,63.00,,-3.00,,,369,-82.63,-10.43,370,-101.28,-16.22,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:44:48.600000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.72,-10.39,22.47,3,-66.72,-10.39,Serving Beam,-65.00,63.00,-5.00,-3.00,-25.00,,369,-81.63,-10.38,370,-101.28,-16.22,,0.00,,,1,1.00,,SMSL,,,15,15.00,,,,8,8.00,,0.000,0.048,,1,0.000,0.048,,,,,,,,,,,,,,,,,,,,,,UL NonCA,,0.00,,,0.000,0.048,0.000,0.048,,,,,0.000,0.000,0,0
2023-03-01 15:44:48.700000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-65.00,63.00,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:48.800000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:48.900000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.72,-10.39,,3,-66.72,-10.39,Serving Beam,-65.00,62.00,,-3.00,,,369,-81.63,-10.38,370,-101.41,-16.13,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:49.000000,-71.089928,42.334671,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,,,,,,-4.37,,,,,,,,,,,,,,,,,,,,,0.07,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.04,,,,,0.000,0.000,0.000,,,,,
2023-03-01 15:44:49.100000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:44:49.200000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.72,-10.39,18.01,3,-66.72,-10.39,Serving Beam,-65.00,62.00,,-4.00,,,369,-81.63,-10.38,370,-101.41,-16.13,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:49.300000,-71.089928,42.334671,-71.089930,42.334670,15:44:49,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 15:44:49.400000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:49.500000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.72,-10.39,22.15,3,-66.72,-10.39,Serving Beam,-65.00,62.00,-5.67,-5.00,,,369,-81.63,-10.38,370,-101.41,-16.13,0.00,20.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,6.00,17,14.00,4,6.22,,8,14.00,,0.119,0.137,1,1,0.119,0.115,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,20.00,,,0.119,0.137,0.119,0.115,0.116,0.081,0.172,0.078,,,,
2023-03-01 15:44:49.600000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,22.53,,,,,-65.00,62.00,-3.40,-5.18,-24.00,,,,,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,5.61,12,12.45,4,9.05,,8,13.45,,1.516,0.455,1,1,1.516,0.455,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,1.516,0.455,1.516,0.455,,,,,0.116,0.073,7244,4572
2023-03-01 15:44:49.700000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.69,-10.39,22.32,3,-66.69,-10.39,Serving Beam,-65.00,62.00,-3.13,-4.91,,,369,-81.58,-10.38,370,-101.38,-17.12,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,4.88,12,12.00,4,9.00,,8,8.00,,0.621,0.119,1,1,0.621,0.119,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.621,0.119,0.621,0.119,,,,,,,,
2023-03-01 15:44:49.800000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.69,-10.39,21.48,3,-66.69,-10.39,Serving Beam,-65.00,62.00,,-4.00,,,369,-81.30,-10.38,370,-102.01,-16.69,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:49.900000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:50.000000,-71.089928,42.334671,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,-65.00,,,,,-3.55,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:44:50.100000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.71,-10.39,,3,-66.71,-10.39,Serving Beam,-65.00,63.00,,-4.00,,,369,-81.30,-10.38,370,-102.01,-16.69,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.056,0.005,3510,327
2023-03-01 15:44:50.200000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:50.300000,-71.089928,42.334671,-71.089930,42.334670,15:44:50,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,24.08,,,,,-65.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:50.400000,-71.089928,42.334671,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.72,-10.39,,3,-66.72,-10.39,Serving Beam,-65.00,63.00,,-3.00,,,369,-81.30,-10.38,370,-102.01,-16.69,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:50.500000,-71.089928,42.334671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:44:50.600000,-71.089928,42.334675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2023-03-01 15:44:50.700000,-71.089928,42.334675,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.21,-10.38,24.75,3,-66.21,-10.38,Serving Beam,-65.00,62.00,-2.00,-3.75,,,369,-81.30,-10.38,370,-102.01,-16.69,,0.00,,,1,1.00,,SMSL,,,13,13.00,,,,8,8.00,,0.000,0.029,,1,0.000,0.029,,,,,,,,,,,,,,,,,,,,,,UL NonCA,,0.00,,,0.000,0.029,0.000,0.029,,,,,,,,
2023-03-01 15:44:50.800000,-71.089928,42.334675,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-65.00,62.00,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:51.000000,-71.089928,42.334675,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,-3.19,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:44:51.100000,-71.089928,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:44:51.200000,-71.089928,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.66,-10.39,22.59,3,-66.66,-10.39,Serving Beam,-65.00,63.00,,-4.00,,,369,-81.28,-10.36,370,-102.41,-15.79,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:51.300000,-71.089928,42.334679,-71.089930,42.334680,15:44:51,0,0,0.00,1.11,1,2,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:51.500000,-71.089928,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.71,-10.39,,3,-66.71,-10.39,Serving Beam,-65.00,63.00,,-3.00,,,369,-81.28,-10.36,370,-102.41,-15.79,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:44:51.600000,-71.089928,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,,,,,,,,,,,0.00,,,1,1.00,,SMSL,,,13,13.00,,,,8,8.00,,0.000,0.106,,1,0.000,0.106,,,,,,,,,,,,,,,,,,,,,,UL NonCA,,0.00,,,0.000,0.106,0.000,0.106,,,,,0.000,0.000,0,0
2023-03-01 15:44:51.700000,-71.089928,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.72,-10.39,21.41,3,-66.72,-10.39,Serving Beam,-65.00,63.00,-1.00,-3.00,,,369,-82.72,-10.45,370,-105.62,-17.62,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:51.800000,-71.089920,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:52.000000,-71.089920,42.334679,,,,,,,,,,,5G-NR_NSA,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.46,-10.39,22.86,3,-66.46,-10.39,Serving Beam,-65.00,62.00,,-3.00,,-4.17,369,-82.72,-10.45,370,-105.35,-17.47,,,,,,,,,,,,,,,0.03,,,0.01,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.03,0.01,0.000,0.000,0.000,0.000,0.000,0.005,0.000,0.004,,,,
2023-03-01 15:44:52.100000,-71.089920,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:44:52.300000,-71.089920,42.334679,-71.089920,42.334680,15:44:52,0,0,0.00,0.82,1,2,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.64,-10.41,23.66,3,-66.64,-10.41,Serving Beam,-65.00,62.00,,-4.00,,,369,-82.72,-10.45,370,-105.35,-17.47,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,3.38,17,16.00,4,4.00,,8,8.00,,0.022,0.080,1,1,0.022,0.080,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.022,0.080,0.022,0.080,,,,,,,,
2023-03-01 15:44:52.400000,-71.089920,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.60,-10.40,23.27,3,-66.60,-10.40,Serving Beam,-65.00,62.00,-2.00,-5.23,,,369,-82.54,-10.67,370,-104.23,-16.91,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,3.04,25,21.50,4,4.00,,8,8.00,,0.133,0.455,1,1,0.133,0.455,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.133,0.455,0.133,0.455,,,,,,,,
2023-03-01 15:44:52.500000,-71.089920,42.334679,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,22.52,,,,,-65.00,62.00,-2.67,-5.00,-21.00,,,,,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,5.76,27,26.75,4,4.94,,8,8.00,,0.244,0.313,1,1,0.244,0.313,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.244,0.313,0.244,0.313,0.022,0.031,0.024,0.030,,,,
2023-03-01 15:44:52.600000,-71.089920,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.57,-10.40,24.54,3,-66.57,-10.40,Serving Beam,-65.00,62.00,,-4.00,,,369,-82.37,-10.59,370,-103.84,-17.16,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.024,0.034,1525,2119
2023-03-01 15:44:52.700000,-71.089920,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:52.800000,-71.089920,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:52.900000,-71.089920,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.59,-10.38,,3,-66.59,-10.38,Serving Beam,-65.00,62.00,,-4.00,,,369,-82.34,-10.58,370,-103.84,-17.17,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:53.000000,-71.089920,42.334679,,,,,,,,,,,5G-NR_NSA,,,,,,,,,,,,,,,,,,,,,,,,,,-4.62,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,0.000,0.000,0.000,,,,,
2023-03-01 15:44:53.100000,-71.089920,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:44:53.200000,-71.089920,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-66.58,-10.34,22.19,3,-66.58,-10.34,Serving Beam,-65.00,62.00,,,,,369,-82.34,-10.58,370,-103.84,-17.17,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:53.300000,-71.089920,42.334679,-71.089920,42.334680,15:44:53,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:53.400000,-71.089920,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:53.500000,-71.089920,42.334682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:44:53.600000,-71.089920,42.334682,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-65.73,-10.38,,3,-65.73,-10.38,Serving Beam,-64.67,61.00,,-4.00,,,369,-82.34,-10.58,370,-103.84,-17.17,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:44:53.700000,-71.089920,42.334682,,,,,,,,,,,,,,,,,,,,,,,,,,,22.50,,,,,-64.00,,-3.50,-5.00,-22.00,,,,,,,,,50.00,,,1,1.00,,SMSL,,,27,27.00,,,,10,9.00,,0.000,0.312,,1,0.000,0.156,,,,,,,,,,,,,,,,,,,,,,UL NonCA,,50.00,,,0.000,0.312,0.000,0.156,,,,,,,,
2023-03-01 15:44:53.800000,-71.089920,42.334686,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-65.63,-10.38,,3,-65.63,-10.38,Serving Beam,-64.00,61.00,,-5.00,,,369,-82.14,-10.48,370,-103.87,-17.28,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:53.900000,-71.089928,42.334686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:44:54.000000,-71.089928,42.334686,,,,,,,,,,,5G-NR_NSA,371,2,3,11,11,2073333,27650.00,120kHz,3,18,146,371_3,3,-65.90,-10.41,22.78,3,-65.90,-10.41,Serving Beam,-64.00,61.00,,,,-5.06,369,-81.96,-10.47,370,-101.02,-15.20,,,,,,,,,,,,,,,0.09,,,0.12,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.09,0.12,0.000,0.000,0.000,0.000,0.008,0.339,0.014,0.332,,,,
