TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Rx Beam ID 0,5G KPI PCell RF Rx Beam ID 1,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF RI,5G KPI PCell RF RI1 Rate [%],5G KPI PCell RF RI2 Rate [%],5G KPI PCell RF RI3 Rate [%],5G KPI PCell RF RI4 Rate [%],5G KPI PCell RF CQI,5G KPI PCell RF PMI i(2),5G KPI PCell RF LI,5G KPI PCell RF LI1 Rate,5G KPI PCell RF LI2 Rate,5G KPI PCell RF LI3 Rate,5G KPI PCell RF LI4 Rate,5G KPI PCell RF CRI,5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF SRS Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF RI,5G KPI SCell[1] RF RI1 Rate,5G KPI SCell[1] RF RI2 Rate,5G KPI SCell[1] RF RI3 Rate,5G KPI SCell[1] RF RI4 Rate,5G KPI SCell[1] RF CQI,5G KPI SCell[1] RF PMI i(2),5G KPI SCell[1] RF LI,5G KPI SCell[1] RF LI1 Rate,5G KPI SCell[1] RF LI2 Rate,5G KPI SCell[1] RF LI3 Rate,5G KPI SCell[1] RF LI4 Rate,5G KPI SCell[1] RF CRI,5G KPI SCell[1] RF SRS Power,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] Layer1 PUSCH Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2023-03-01 15:47:57.100000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.54,-10.36,,3,-65.54,-10.36,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,,-5.00,,,369,-80.90,-10.40,370,-97.27,-15.59,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,371,2074999,27749.96,371_3,3,-76.57,-10.34,3,-76.57,-10.34,Serving Beam,,,,,,,,,,,,,,,369,-83.36,-10.65,370,-98.77,-16.29,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:47:57.200000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.46,,,,,-64.00,61.00,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:57.300000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.66,-10.38,25.08,3,-65.66,-10.38,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,,,,,369,-81.13,-10.37,370,-98.17,-16.33,,,,,,,,,,,,,,,,,,,0.000,,,,0.000,,371,2074999,27749.96,371_3,3,-76.57,-10.34,3,-76.57,-10.34,Serving Beam,,,,,,,,,,,,,,,369,-83.36,-10.65,370,-98.77,-16.29,,,,,,,,,0.000,,0.000,,,,,,,,,
2023-03-01 15:47:57.400000,-71.089973,42.334660,-71.089970,42.334660,15:47:57,0,0,0.00,0.00,1,2,,,,,,,,,,120kHz,,,,,,,,,,,,,-64.00,61.00,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:57.500000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.63,-10.39,,3,-65.63,-10.39,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,,,,,369,-81.04,-10.37,370,-97.87,-16.23,,,,,,,,,,,,,,,,,,,0.000,,,,0.000,,371,2074999,27749.96,371_3,3,-76.57,-10.34,3,-76.57,-10.34,Serving Beam,,,,,,,,,,,,,,,369,-83.36,-10.65,370,-98.77,-16.29,,,,,,,,,0.000,,0.000,,0.000,0.000,0.000,,,,,
2023-03-01 15:47:57.600000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.38,-10.36,,3,-65.38,-10.36,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,,-5.00,,,369,-81.10,-10.41,370,-97.71,-16.52,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,371,2074999,27749.96,371_3,3,-76.57,-10.34,3,-76.57,-10.34,Serving Beam,,,,,,,,,,,,,,,369,-83.36,-10.65,370,-98.77,-16.29,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:47:57.700000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.54,,,,,-64.60,61.00,,,,,,,,,,,,,,-10.00,-5.00,-24.00,,,,,,,,,0.00,,,1,1.00,,SMSL,,,28,28.00,,,,8,8.00,,0.000,0.296,,1,0.000,0.296,,,,,,,,,,,,,,,,,,,,,,,,,-23.00,,,,,,,0.000,0.000,,UL NonCA,,0.00,,,0.000,0.296,0.000,0.296,,,,,,,,
2023-03-01 15:47:57.800000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.88,-10.35,,3,-65.88,-10.35,Serving Beam,-65.00,61.00,,,,,,,,,,,,,,,-5.18,,,369,-81.85,-10.48,370,-97.65,-14.96,0.00,,1,1.00,,,2x2_MIMO,,0,0.00,,,4,4.00,,,,,0.003,0.000,1,,0.003,0.000,371,2074999,27749.96,371_3,3,-76.57,-10.34,3,-76.57,-10.34,Serving Beam,,,,,,,,,,,,,,,369,-83.36,-10.65,370,-98.77,-16.29,,,DL NonCA,,0.00,,,,0.003,0.000,0.003,0.000,,,,,,,,
2023-03-01 15:47:57.900000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.86,,,,,-64.19,61.00,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:58.000000,-71.089973,42.334660,,,,,,,,,,,5G-NR_NSA,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.87,-10.35,25.00,3,-65.87,-10.35,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,,,,-5.07,369,-82.97,-10.46,370,-96.37,-12.97,,,,,,,,,,,,,,,,,,0.00,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:47:58.100000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-64.00,61.00,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:47:58.200000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.74,-10.38,,3,-65.74,-10.38,Serving Beam,-64.44,61.00,,,,,,,,,,,,,,,-5.00,,,369,-83.25,-10.43,370,-94.77,-14.14,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:58.300000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.96,-10.37,26.00,3,-65.96,-10.37,Serving Beam,-65.00,61.50,,,,,,,,,,,,,,,,,,369,-81.83,-10.41,370,-93.09,-13.38,,,,,,,,,,,,,,,,,,,0.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,,,,
2023-03-01 15:47:58.400000,-71.089973,42.334660,-71.089970,42.334660,15:47:58,0,0,0.00,0.00,1,2,,,,,,,,,,120kHz,,,,,,,,,,,,,-65.00,62.00,,,,,,,,,,,,,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:58.500000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.88,-10.38,,3,-65.88,-10.38,Serving Beam,-64.75,62.00,,,,,,,,,,,,,,,-4.00,,,369,-81.61,-10.38,370,-92.81,-13.24,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:47:58.600000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.84,-10.38,24.88,3,-65.84,-10.38,Serving Beam,-64.00,62.00,,,,,,,,,,,,,,,,,,369,-81.94,-10.39,370,-92.87,-13.27,,,,,,,,,,,,,,,,,,,0.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,0.000,,,,,,0.000,0.000,0,0
2023-03-01 15:47:58.700000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.13,,,,,-64.00,61.00,,,,,,,,,,,,,,-10.00,-5.00,-24.00,,,,,,,,,0.00,,,1,1.00,,SMSL,,,28,28.00,,,,8,8.00,,0.000,0.098,,1,0.000,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UL NonCA,,0.00,,,0.000,0.098,0.000,0.098,,,,,,,,
2023-03-01 15:47:58.800000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,,,,,,-64.00,61.00,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:58.900000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:59.000000,-71.089973,42.334660,,,,,,,,,,,5G-NR_NSA,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.77,-10.40,25.58,3,-65.77,-10.40,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,,-5.00,,-4.63,369,-82.96,-10.44,370,-93.26,-13.18,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,
2023-03-01 15:47:59.100000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0,0
2023-03-01 15:47:59.200000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:59.300000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.81,-10.38,,3,-65.81,-10.38,Serving Beam,-64.00,62.00,,,,,,,,,,,,,,,-4.00,,,369,-82.96,-10.44,370,-93.26,-13.18,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:47:59.400000,-71.089973,42.334660,-71.089970,42.334660,15:47:59,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 15:47:59.500000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,,,,,,,,,,,,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-01 15:47:59.600000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.82,-10.38,25.18,3,-65.82,-10.38,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,,,,,369,-82.96,-10.44,370,-93.26,-13.18,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-01 15:47:59.700000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01 15:47:59.800000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,,,,,,,,,,,,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-01 15:48:00.000000,-71.089973,42.334660,,,,,,,,,,,5G-NR_NSA(2CA),371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.82,-10.38,,3,-65.82,-10.38,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,,-5.00,,-4.22,369,-82.96,-10.44,370,-93.26,-13.18,,,,,,,,,,,,,,,0.10,,,1.79,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10,2.02,0.000,0.000,0.000,0.000,0.004,8.343,0.004,8.502,,,,
2023-03-01 15:48:00.100000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.82,-10.38,25.39,3,-65.82,-10.38,Serving Beam,-64.00,62.00,,,,,,,,,,,,,,-9.50,-5.46,,,369,-82.96,-10.44,370,-93.26,-13.18,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,0,1.25,28,28.00,4,4.00,,8,8.00,,0.025,0.379,1,1,0.025,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.025,0.379,0.025,0.379,,,,,0.001,0.003,60,201
2023-03-01 15:48:00.200000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.52,,,,,-64.00,61.60,,,,,,,,,,,,,,-9.50,-4.93,,,,,,,,,0.00,0.00,2,2.00,1,1.00,2x2_MIMO,SMSL,3,2.10,28,28.00,4,4.00,,8,8.00,,0.089,0.446,1,1,0.089,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,0.00,,,0.089,0.446,0.089,0.446,,,,,,,,
2023-03-01 15:48:00.300000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.82,-10.38,25.20,3,-65.82,-10.38,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,-4.43,-5.90,-17.00,,369,-81.20,-10.51,370,-96.82,-14.04,0.00,33.33,2,1.93,2,1.70,2x2_MIMO,SMDL,0,1.04,28,27.79,4,4.00,,66,48.02,,0.085,37.664,1,1,0.085,24.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL NonCA,UL NonCA,0.00,33.33,,,0.085,37.664,0.085,24.182,,,,,,,,
2023-03-01 15:48:00.400000,-71.089973,42.334660,-71.089970,42.334660,15:48:00,0,0,0.00,0.00,1,2,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.82,-10.38,26.22,3,-65.82,-10.38,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,-5.29,-5.89,,,369,-81.44,-10.52,370,-96.66,-13.80,0.00,14.55,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.04,4,4.00,,66,37.62,,0.074,33.207,1,1,0.074,29.307,371,2074999,27749.96,371_3,3,-76.57,-10.34,3,-76.57,-10.34,Serving Beam,,,,,,,,,,,,,,,369,-83.36,-10.65,370,-98.77,-16.29,0.670,0.670,DL NonCA,UL 2CA,0.00,12.90,,,0.074,33.876,0.074,29.977,,,,,,,,
2023-03-01 15:48:00.500000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,25.34,,,,,-64.00,61.20,,,,,,,,,,,,,,-5.40,-5.93,,,,,,,,,0.00,6.12,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,25.93,4,4.00,,66,36.80,,0.057,27.071,1,1,0.057,26.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.915,2.915,DL NonCA,UL 2CA,0.00,4.76,,,0.057,29.986,0.057,29.401,0.002,25.807,0.003,25.586,,,,
2023-03-01 15:48:00.600000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.82,-10.38,26.48,3,-65.82,-10.38,Serving Beam,-64.00,62.00,,,,,,,,,,,,,,-4.33,-4.82,-17.00,,369,-81.49,-10.52,370,-97.29,-14.22,0.00,13.04,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,27,26.82,4,4.00,,66,35.83,,0.049,25.640,1,1,0.049,23.604,371,2074999,27749.96,371_3,3,-76.57,-10.34,3,-76.57,-10.34,Serving Beam,,,,,,,,,,,,,,-15.00,369,-83.36,-10.65,370,-98.77,-16.29,7.442,7.442,DL NonCA,UL 2CA,0.00,9.68,,,0.049,33.083,0.049,31.046,,,,,0.006,18.608,400,1162997
2023-03-01 15:48:00.700000,-71.089973,42.334660,,,,,,,,,,,,,,,,,,,120kHz,,,,,,,,24.38,,,,,-64.00,61.40,,,,,,,,,,,,,,-4.87,-5.58,,,,,,,,,0.00,9.52,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.13,4,4.00,,66,37.26,,0.059,26.047,1,1,0.059,25.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.436,4.436,DL NonCA,UL 2CA,0.00,8.16,,,0.059,30.483,0.059,29.915,,,,,,,,
2023-03-01 15:48:00.800000,-71.089973,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.82,-10.38,24.49,3,-65.82,-10.38,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,-5.40,-5.46,,,369,-81.55,-10.48,370,-97.90,-14.06,0.00,7.02,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.23,4,4.00,,66,36.14,,0.031,28.074,1,1,0.031,26.526,371,2074999,27749.96,371_3,3,-77.09,-10.34,3,-77.09,-10.34,Serving Beam,,,,,,,,,,,,,,,369,-84.34,-10.66,370,-98.77,-16.29,,,DL NonCA,UL NonCA,0.00,7.02,,,0.031,28.074,0.031,26.526,,,,,,,,
2023-03-01 15:48:00.900000,-71.089981,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.80,-10.38,24.81,3,-65.80,-10.38,Serving Beam,-64.37,62.00,,,,,,,,,,,,,,-5.05,-5.26,,,369,-81.99,-10.43,370,-98.38,-14.73,0.00,11.54,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.35,4,4.00,,66,36.48,,0.074,30.687,1,1,0.074,29.034,371,2074999,27749.96,371_3,3,-77.74,-10.35,3,-77.74,-10.35,Serving Beam,,,,,,,,,,,,,,,369,-84.81,-10.77,370,-98.77,-16.29,0.000,0.000,DL NonCA,UL NonCA,0.00,11.54,,,0.074,30.687,0.074,29.034,,,,,,,,
2023-03-01 15:48:01.000000,-71.089981,42.334660,,,,,,,,,,,5G-NR_NSA(2CA),,,,,,,,120kHz,,,,,,,,25.95,,,,,-64.65,61.60,,,,,,,,,,,,,,-4.73,-4.81,-15.00,-3.92,,,,,,,0.00,10.20,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.30,4,4.00,0.79,66,36.27,2.07,0.031,26.933,1,1,0.031,25.560,,,,,,,,,,,,,,,,,,,,,,,,,-13.00,,,,,,,1.670,1.670,DL NonCA,UL 2CA,0.00,9.43,0.79,2.51,0.031,28.603,0.031,27.230,0.000,25.593,0.000,25.453,,,,
2023-03-01 15:48:01.100000,-71.089981,42.334660,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,3,21,149,371_3,3,-65.88,-10.38,25.37,3,-65.88,-10.38,Serving Beam,-64.00,61.00,,,,,,,,,,,,,,-4.87,-5.50,,,369,-83.28,-10.46,370,-100.46,-16.01,0.00,4.88,2,2.00,2,2.00,2x2_MIMO,SMDL,0,0.00,26,26.41,4,4.00,,32,33.93,,0.040,19.895,1,1,0.040,19.173,371,2074999,27749.96,371_3,3,-77.16,-10.33,3,-77.16,-10.33,Serving Beam,,,,,,,,,,,,,,,369,-84.81,-10.77,370,-100.59,-13.31,6.195,6.195,DL NonCA,UL 2CA,0.00,3.51,,,0.040,26.090,0.040,25.368,,,,,0.000,25.497,0,1593540
