TIME_STAMP,Lon,Lat,GPS Lon,GPS Lat,GPS Time,GPS Head,GPS Speed (km/h),GPS Speed(Complement),GPS Distance (m),GPS Source,GPS Data Ind,GPS Area,Event Technology,5G KPI PCell RF Serving PCI,5G KPI PCell RF Serving PCI MOD 3,5G KPI PCell RF Serving PCI MOD 4,5G KPI PCell RF Serving PCI MOD 12,5G KPI PCell RF Serving PCI MOD 30,5G KPI PCell RF NR-ARFCN,5G KPI PCell RF Frequency [MHz],5G KPI PCell RF Subcarrier Spacing,5G KPI PCell RF Tx Beam ID 0,5G KPI PCell RF Rx Beam ID 0,5G KPI PCell RF Rx Beam ID 1,5G KPI PCell RF Serving PCI-SSB Idx,5G KPI PCell RF Serving SSB Idx,5G KPI PCell RF Serving SS-RSRP [dBm],5G KPI PCell RF Serving SS-RSRQ [dB],5G KPI PCell RF Serving SS-SINR [dB],5G KPI PCell RF Best Beam SSB Idx,5G KPI PCell RF Best Beam SS-RSRP [dBm],5G KPI PCell RF Best Beam SS-RSRQ [dB],5G KPI PCell RF Best Beam State,5G KPI PCell RF Best Beam CSI-RSRP[SSBRI] [dBm],5G KPI PCell RF Pathloss [dB],5G KPI PCell RF PUSCH Power [dBm],5G KPI PCell RF PUCCH Power [dBm],5G KPI PCell RF SRS Power [dBm],5G KPI PCell RF ENDC Tx Power [dBm],5G KPI PCell RF Neighbor Top1 PCI,5G KPI PCell RF Neighbor Top1 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top1 SS-RSRQ [dB],5G KPI PCell RF Neighbor Top2 PCI,5G KPI PCell RF Neighbor Top2 SS-RSRP [dBm],5G KPI PCell RF Neighbor Top2 SS-RSRQ [dB],5G KPI PCell Layer1 DL BLER [%],5G KPI PCell Layer1 UL BLER [%],5G KPI PCell Layer1 DL Layer Num (Mode),5G KPI PCell Layer1 DL Layer Num (Avg),5G KPI PCell Layer1 UL Layer Num (Mode),5G KPI PCell Layer1 UL Layer Num (Avg),5G KPI PCell Layer1 DL MIMO,5G KPI PCell Layer1 UL MIMO,5G KPI PCell Layer1 DL MCS (Mode),5G KPI PCell Layer1 DL MCS (Avg),5G KPI PCell Layer1 UL MCS (Mode),5G KPI PCell Layer1 UL MCS (Avg),5G KPI PCell Layer1 DL RB Num (Mode),5G KPI PCell Layer1 DL RB Num (Avg),5G KPI PCell Layer1 DL RB Num (Including 0),5G KPI PCell Layer1 UL RB Num (Mode),5G KPI PCell Layer1 UL RB Num (Avg),5G KPI PCell Layer1 UL RB Num (Including 0),5G KPI PCell Layer1 PDSCH Throughput [Mbps],5G KPI PCell Layer1 PUSCH Throughput [Mbps],5G KPI PCell Layer1 DL BWP ID,5G KPI PCell Layer1 UL BWP ID,5G KPI PCell Layer2 MAC DL Throughput [Mbps],5G KPI PCell Layer2 MAC UL Throughput [Mbps],5G KPI SCell[1] RF Serving PCI,5G KPI SCell[1] RF NR-ARFCN,5G KPI SCell[1] RF Frequency [MHz],5G KPI SCell[1] RF Subcarrier Spacing,5G KPI SCell[1] RF Serving PCI-SSB Idx,5G KPI SCell[1] RF Serving SSB Idx,5G KPI SCell[1] RF Serving SS-RSRP [dBm],5G KPI SCell[1] RF Serving SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam SSB Idx,5G KPI SCell[1] RF Best Beam SS-RSRP [dBm],5G KPI SCell[1] RF Best Beam SS-RSRQ [dB],5G KPI SCell[1] RF Best Beam State,5G KPI SCell[1] RF SRS Power,5G KPI SCell[1] RF Neighbor Top1 PCI,5G KPI SCell[1] RF Neighbor Top1 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top1 SS-RSRQ [dB],5G KPI SCell[1] RF Neighbor Top2 PCI,5G KPI SCell[1] RF Neighbor Top2 SS-RSRP [dBm],5G KPI SCell[1] RF Neighbor Top2 SS-RSRQ [dB],5G KPI SCell[1] Layer1 DL BLER [%],5G KPI SCell[1] Layer1 DL Layer Num (Mode),5G KPI SCell[1] Layer1 DL Layer Num (Avg),5G KPI SCell[1] Layer1 DL MCS (Mode),5G KPI SCell[1] Layer1 DL MCS (Avg),5G KPI SCell[1] Layer1 DL RB Num (Mode),5G KPI SCell[1] Layer1 DL RB Num (Avg),5G KPI SCell[1] Layer1 DL RB Num (Including 0),5G KPI SCell[1] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[1] Layer1 PUSCH Throughput [Mbps],5G KPI SCell[1] Layer1 DL BWP ID,5G KPI SCell[1] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[1] Layer2 MAC UL Throughput [Mbps],5G KPI SCell[2] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[2] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[3] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[3] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[4] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[4] Layer2 MAC DL Throughput [Mbps],5G KPI SCell[5] Layer1 PDSCH Throughput [Mbps],5G KPI SCell[5] Layer2 MAC DL Throughput [Mbps],5G KPI Total Info DL CA Type,5G KPI Total Info UL CA Type,5G KPI Total Info Layer1 DL BLER [%],5G KPI Total Info Layer1 UL BLER [%],5G KPI Total Info Layer1 DL RB Num(Including 0),5G KPI Total Info Layer1 UL RB Num(Including 0),5G KPI Total Info Layer1 PDSCH Throughput [Mbps],5G KPI Total Info Layer1 PUSCH Throughput [Mbps],5G KPI Total Info Layer2 MAC DL Throughput [Mbps],5G KPI Total Info Layer2 MAC UL Throughput [Mbps],5G KPI Total Info Layer2 RLC DL Throughput [Mbps],5G KPI Total Info Layer2 RLC UL Throughput [Mbps],5G KPI Total Info Layer2 PDCP DL Throughput(+Split Bearer) [Mbps],5G KPI Total Info Layer2 PDCP UL Throughput(+Split Bearer) [Mbps],Smart Phone Smart Throughput Mobile Network DL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network UL Throughput [Mbps],Smart Phone Smart Throughput Mobile Network Rx Byte,Smart Phone Smart Throughput Mobile Network Tx Byte
2023-03-03 20:41:12.000000,-71.089981,42.334679,,,,,,,,,,,5G-NR_NSA,371,2,3,11,11,2073333,27650.00,120kHz,26,21,149,371_26,26,-65.81,-10.34,24.49,26,-65.81,-10.34,Serving Beam,-64.00,62.00,-10.00,-4.00,-37.00,-7.37,369,-88.52,-14.80,370,-93.01,-11.66,,50.00,,,1,1.00,,SMSL,,,28,28.00,,,,8,8.00,0.00,0.000,0.130,,1,0.000,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,UL NonCA,,50.00,,0.00,0.000,0.130,0.000,0.065,0.000,0.000,0.000,,,,,
2023-03-03 20:41:12.100000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:12.300000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-4.00,-37.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:12.400000,-71.089981,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,26,21,149,371_26,26,-65.81,-10.34,26.22,26,-65.81,-10.34,Serving Beam,-64.00,61.00,,,,,369,-87.30,-12.77,370,-97.34,-12.91,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-03 20:41:12.500000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-03 20:41:12.600000,-71.089981,42.334679,-71.089980,42.334680,20:41:13,0,0,0.00,0.00,1,2,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,-37.00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:12.800000,-71.089981,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,26,21,149,371_26,26,-65.81,-10.34,,26,-65.81,-10.34,Serving Beam,-64.00,62.00,,-5.00,,,369,-87.30,-12.77,370,-97.34,-12.91,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:12.900000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,24.70,,,,,-64.00,,,,,,,,,,,,,50.00,,,1,1.00,,SMSL,,,28,28.00,,,,8,8.00,,0.000,0.455,,1,0.000,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,UL NonCA,,50.00,,,0.000,0.455,0.000,0.228,,,,,0.000,0.000,0,0
2023-03-03 20:41:13.000000,-71.089981,42.334679,,,,,,,,,,,5G-NR_NSA,371,2,3,11,11,2073333,27650.00,120kHz,26,21,149,371_26,26,-65.81,-10.34,24.88,26,-65.81,-10.34,Serving Beam,-64.00,62.00,-10.00,-4.00,-37.00,-8.24,369,-88.20,-13.10,370,-97.36,-12.92,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
2023-03-03 20:41:13.100000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:13.200000,-71.089981,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,26,21,149,371_26,26,-65.81,-10.34,,26,-65.81,-10.34,Serving Beam,-64.00,62.00,,-4.00,-37.00,,369,-88.20,-13.10,370,-97.65,-13.72,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:13.400000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-03 20:41:13.500000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,
2023-03-03 20:41:13.600000,-71.089981,42.334679,-71.089980,42.334680,20:41:14,0,0,0.00,0.00,1,2,,,371,2,3,11,11,2073333,27650.00,120kHz,26,21,149,371_26,26,-65.81,-10.34,24.04,26,-65.81,-10.34,Serving Beam,-64.00,61.00,,-4.00,-37.00,,369,-88.20,-13.10,370,-97.65,-13.72,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:13.700000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:13.800000,-71.089981,42.334679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64.00,,,-5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
2023-03-03 20:41:13.900000,-71.089981,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,26,21,149,371_26,26,-65.81,-10.34,,26,-65.81,-10.34,Serving Beam,-64.00,62.00,,-5.00,-37.00,,369,-88.20,-13.10,370,-97.65,-13.72,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,0.000,0.000,0,0
2023-03-03 20:41:14.000000,-71.089981,42.334679,,,,,,,,,,,5G-NR_NSA(2CA),,,,,,,,,,,,,,,,24.82,,,,,-64.00,,,,,-3.85,,,,,,,,0.00,,,1,1.00,,SMSL,,,28,28.00,,,0.06,8,8.00,2.74,0.000,0.389,,1,0.000,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,UL NonCA,,0.00,0.06,3.94,0.000,0.389,0.000,0.389,0.000,0.000,0.000,,,,,
2023-03-03 20:41:14.100000,-71.089981,42.334679,,,,,,,,,,,,371,2,3,11,11,2073333,27650.00,120kHz,26,21,149,371_26,26,-65.81,-10.34,24.62,26,-65.81,-10.34,Serving Beam,-64.00,61.33,-10.00,-4.26,,,369,-85.95,-11.91,370,-98.89,-17.16,,,,,,,,,,,,,,,,,,,0.000,0.000,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,0.000,0.000,0.000,0.000,,,,,,,,
